nMC	Rp	Porb	Mp	ecc	inc	Omega	omega	theta	Abond	AgeomVIS	AgeomMIR	zodis	a	rp	ang_sep	ang_sep_max	Finc	f	Tp	nstar	Rs	Ms	Ts	dist	stype	ra	dec	lGal	bGal	
6	0.52874	108.98447	0.15150	0.00000	2.30384	5.04235	3.59644	1.10668	0.22668	0.15737	0.01240	168.36445	0.28502	0.28502	0.01378	0.02060	0.10478	0.78271	148.49697	1056	0.29100	0.26000	3250.00000	13.83857	M	211.03407	-66.24391	310.17181	-4.39937	
6	0.75672	220.92931	0.20679	0.00000	2.30384	2.55345	5.37499	5.71218	0.40574	0.25388	0.00547	168.36445	0.45652	0.45652	0.02219	0.03299	0.04084	0.78034	109.85638	1056	0.29100	0.26000	3250.00000	13.83857	M	211.03407	-66.24391	310.17181	-4.39937	
6	1.22438	454.20765	2.34131	0.00000	2.30384	1.35655	5.20844	2.26327	0.40674	0.08569	0.09712	168.36445	0.73813	0.73813	0.03863	0.05334	0.01562	0.05277	86.35933	1056	0.29100	0.26000	3250.00000	13.83857	M	211.03407	-66.24391	310.17181	-4.39937	
7	2.74245	23.40061	13.09556	0.00000	1.32045	1.18610	6.12700	4.57700	0.64885	0.58044	0.06575	2.25302	0.10220	0.10220	0.00275	0.00739	0.81497	0.93376	203.57006	1056	0.29100	0.26000	3250.00000	13.83857	M	211.03407	-66.24391	310.17181	-4.39937	
7	3.71254	434.58215	13.37002	0.00000	1.32045	0.22389	5.40150	0.57857	0.44682	0.24492	0.01245	2.25302	0.71671	0.71671	0.04958	0.05179	0.01657	0.47631	86.12093	1056	0.29100	0.26000	3250.00000	13.83857	M	211.03407	-66.24391	310.17181	-4.39937	
8	1.02626	0.70769	0.92066	0.00000	1.57089	1.70399	2.29917	3.78227	0.67121	0.24838	0.07363	5.50682	0.00992	0.00992	0.00070	0.00072	86.49496	0.42491	642.73486	1056	0.29100	0.26000	3250.00000	13.83857	M	211.03407	-66.24391	310.17181	-4.39937	
8	3.12677	1.32356	10.00046	0.00000	1.57089	3.69235	4.13168	2.29407	0.57724	0.06310	0.09370	5.50682	0.01506	0.01506	0.00108	0.00109	37.53653	0.25049	555.50992	1056	0.29100	0.26000	3250.00000	13.83857	M	211.03407	-66.24391	310.17181	-4.39937	
8	0.60426	5.05504	0.15467	0.00000	1.57089	5.52966	4.26933	6.23772	0.66070	0.54498	0.01873	5.50682	0.03679	0.03679	0.00125	0.00266	6.28754	0.89510	336.37282	1056	0.29100	0.26000	3250.00000	13.83857	M	211.03407	-66.24391	310.17181	-4.39937	
8	1.47615	8.33743	2.06734	0.00000	1.57089	5.36322	3.37624	1.86422	0.37846	0.51642	0.09217	5.50682	0.05136	0.05136	0.00187	0.00371	3.22654	0.87897	331.21197	1056	0.29100	0.26000	3250.00000	13.83857	M	211.03407	-66.24391	310.17181	-4.39937	
8	1.22147	29.17300	1.06452	0.00000	1.57089	0.25835	4.00055	5.10530	0.78038	0.39075	0.02048	5.50682	0.11838	0.11838	0.00812	0.00855	0.60740	0.17731	168.20580	1056	0.29100	0.26000	3250.00000	13.83857	M	211.03407	-66.24391	310.17181	-4.39937	
8	1.29935	128.66286	1.64560	0.00000	1.57089	4.84016	2.51203	3.36618	0.68830	0.29954	0.02277	5.50682	0.31837	0.31837	0.02115	0.02301	0.08398	0.54035	111.95173	1056	0.29100	0.26000	3250.00000	13.83857	M	211.03407	-66.24391	310.17181	-4.39937	
8	0.53932	384.20056	0.19032	0.00000	1.57089	1.13278	6.24675	2.08123	0.31126	0.49547	0.03081	5.50682	0.66019	0.66019	0.02178	0.04771	0.01953	0.01105	94.78572	1056	0.29100	0.26000	3250.00000	13.83857	M	211.03407	-66.24391	310.17181	-4.39937	
9	0.52700	14.01458	0.10429	0.00000	1.80819	2.86521	1.15802	5.80934	0.55778	0.10803	0.07958	0.03565	0.07261	0.07261	0.00414	0.00525	1.61438	0.07336	255.83829	1056	0.29100	0.26000	3250.00000	13.83857	M	211.03407	-66.24391	310.17181	-4.39937	
9	0.79374	39.57869	0.31966	0.00000	1.80819	2.27991	3.84767	0.37219	0.19727	0.18820	0.08321	0.03565	0.14508	0.14508	0.00541	0.01048	0.40442	0.87287	210.08922	1056	0.29100	0.26000	3250.00000	13.83857	M	211.03407	-66.24391	310.17181	-4.39937	
9	8.35063	447.17866	113.22881	0.00000	1.80819	3.18478	2.86185	4.79053	0.48889	0.47273	0.09380	0.03565	0.73049	0.73049	0.01611	0.05279	0.01595	0.00314	83.63417	1056	0.29100	0.26000	3250.00000	13.83857	M	211.03407	-66.24391	310.17181	-4.39937	
0	1.60938	2.16363	2.59716	0.00000	0.67987	4.60615	3.41332	1.32026	0.18216	0.26013	0.02539	1.10130	0.02090	0.02090	0.00123	0.00159	19.49264	0.69784	556.14643	1057	0.29100	0.26000	3250.00000	13.18044	M	339.62399	-65.37852	322.28336	-46.44077	
0	1.92654	36.50820	3.06594	0.00000	0.67987	1.88207	2.56037	0.86387	0.40388	0.01735	0.04237	1.10130	0.13747	0.13747	0.01027	0.01043	0.45039	0.41089	200.34780	1057	0.29100	0.26000	3250.00000	13.18044	M	339.62399	-65.37852	322.28336	-46.44077	
0	4.28582	194.24232	6.33642	0.00000	0.67987	6.22736	5.91553	3.38465	0.40870	0.28363	0.01038	1.10130	0.41898	0.41898	0.03169	0.03179	0.04849	0.28022	114.52984	1057	0.29100	0.26000	3250.00000	13.18044	M	339.62399	-65.37852	322.28336	-46.44077	
0	0.57187	294.45990	0.13657	0.00000	0.67987	0.48495	0.26126	1.76595	0.52741	0.30670	0.00036	1.10130	0.55290	0.55290	0.03463	0.04195	0.02784	0.08832	94.26723	1057	0.29100	0.26000	3250.00000	13.18044	M	339.62399	-65.37852	322.28336	-46.44077	
0	0.87316	428.17845	0.82996	0.00000	0.67987	3.49905	0.21603	4.51649	0.17098	0.26282	0.01976	1.10130	0.70965	0.70965	0.04188	0.05384	0.01690	0.69785	95.75954	1057	0.29100	0.26000	3250.00000	13.18044	M	339.62399	-65.37852	322.28336	-46.44077	
1	1.77947	0.81972	1.00030	0.00000	1.80881	3.98337	2.52561	5.15309	0.38801	0.44567	0.04683	230.32194	0.01094	0.01094	0.00024	0.00083	71.10363	0.00269	714.84659	1057	0.29100	0.26000	3250.00000	13.18044	M	339.62399	-65.37852	322.28336	-46.44077	
1	1.35036	4.56100	3.47225	0.00000	1.80881	4.72538	5.28975	1.35838	0.37750	0.02166	0.06670	230.32194	0.03436	0.03436	0.00244	0.00261	7.21164	0.16424	405.13217	1057	0.29100	0.26000	3250.00000	13.18044	M	339.62399	-65.37852	322.28336	-46.44077	
1	0.84612	38.97792	0.32636	0.00000	1.80881	5.50266	5.75244	4.41471	0.19556	0.04565	0.02308	230.32194	0.14361	0.14361	0.00821	0.01090	0.41275	0.71836	211.27563	1057	0.29100	0.26000	3250.00000	13.18044	M	339.62399	-65.37852	322.28336	-46.44077	
1	0.61817	60.14695	0.15791	0.00000	1.80881	3.37297	5.26456	0.08127	0.52539	0.53045	0.05676	230.32194	0.19177	0.19177	0.00904	0.01455	0.23147	0.81389	160.23704	1057	0.29100	0.26000	3250.00000	13.18044	M	339.62399	-65.37852	322.28336	-46.44077	
1	2.40808	128.78795	2.20006	0.00000	1.80881	4.28708	6.19050	2.47899	0.13132	0.32711	0.05138	230.32194	0.31858	0.31858	0.01803	0.02417	0.08387	0.05891	144.60113	1057	0.29100	0.26000	3250.00000	13.18044	M	339.62399	-65.37852	322.28336	-46.44077	
1	2.67007	388.06697	7.32656	0.00000	1.80881	3.08446	5.79674	5.94921	0.25866	0.09373	0.03674	230.32194	0.66461	0.66461	0.03547	0.05042	0.01927	0.75819	96.22431	1057	0.29100	0.26000	3250.00000	13.18044	M	339.62399	-65.37852	322.28336	-46.44077	
3	2.87733	22.18234	10.64251	0.00000	0.66727	4.78772	5.44218	2.38584	0.25914	0.22264	0.09625	1.22324	0.09862	0.09862	0.00588	0.00748	0.87519	0.07212	249.75487	1057	0.29100	0.26000	3250.00000	13.18044	M	339.62399	-65.37852	322.28336	-46.44077	
3	1.08803	90.00588	1.86368	0.00000	0.66727	2.67176	2.71737	5.78060	0.43448	0.18334	0.06026	1.22324	0.25089	0.25089	0.01654	0.01903	0.13523	0.11071	146.36498	1057	0.29100	0.26000	3250.00000	13.18044	M	339.62399	-65.37852	322.28336	-46.44077	
4	1.48676	252.00809	6.60480	0.00000	0.61550	2.11173	5.96320	5.76056	0.52448	0.29156	0.00878	247.85982	0.49839	0.49839	0.03412	0.03781	0.03427	0.56382	99.44211	1057	0.29100	0.26000	3250.00000	13.18044	M	339.62399	-65.37852	322.28336	-46.44077	
5	1.16179	2.76963	0.90176	0.00000	1.14190	3.50718	5.99306	1.17699	0.33252	0.44468	0.02372	8.39211	0.02464	0.02464	0.00133	0.00187	14.02441	0.04886	486.83725	1057	0.29100	0.26000	3250.00000	13.18044	M	339.62399	-65.37852	322.28336	-46.44077	
5	1.04716	31.03670	0.40159	0.00000	1.14190	0.14573	4.73013	5.69147	0.20493	0.53702	0.03674	8.39211	0.12337	0.12337	0.00604	0.00936	0.55926	0.79859	227.27858	1057	0.29100	0.26000	3250.00000	13.18044	M	339.62399	-65.37852	322.28336	-46.44077	
5	1.57052	82.74281	6.20634	0.00000	1.14190	1.29745	3.11657	0.51052	0.35434	0.28385	0.01321	8.39211	0.23720	0.23720	0.01630	0.01800	0.15129	0.55962	155.59886	1057	0.29100	0.26000	3250.00000	13.18044	M	339.62399	-65.37852	322.28336	-46.44077	
5	4.83416	177.84275	24.39857	0.00000	1.14190	1.27492	1.72474	3.78474	0.57559	0.33663	0.06302	8.39211	0.39505	0.39505	0.02314	0.02997	0.05454	0.70282	108.56311	1057	0.29100	0.26000	3250.00000	13.18044	M	339.62399	-65.37852	322.28336	-46.44077	
6	1.24304	11.16173	2.34131	0.00000	2.31455	3.62318	0.81347	4.16992	0.71505	0.47135	0.09817	277.84773	0.06239	0.06239	0.00334	0.00473	2.18678	0.75689	247.28437	1057	0.29100	0.26000	3250.00000	13.18044	M	339.62399	-65.37852	322.28336	-46.44077	
6	5.20864	153.89513	33.30309	0.00000	2.31455	0.59191	5.23389	3.54021	0.03639	0.01269	0.08865	277.84773	0.35874	0.35874	0.02436	0.02722	0.06614	0.12761	139.84563	1057	0.29100	0.26000	3250.00000	13.18044	M	339.62399	-65.37852	322.28336	-46.44077	
6	1.07143	498.32408	1.48349	0.00000	2.31455	0.27885	2.89812	4.58456	0.11366	0.32244	0.01632	277.84773	0.78518	0.78518	0.04336	0.05957	0.01381	0.05373	92.57163	1057	0.29100	0.26000	3250.00000	13.18044	M	339.62399	-65.37852	322.28336	-46.44077	
8	1.38322	2.90599	2.94136	0.00000	1.77581	3.99137	0.83337	4.05250	0.54856	0.04384	0.07058	1.54123	0.02544	0.02544	0.00051	0.00193	13.15393	0.96639	434.47732	1057	0.29100	0.26000	3250.00000	13.18044	M	339.62399	-65.37852	322.28336	-46.44077	
8	0.62362	208.82175	0.36203	0.00000	1.77581	0.86557	5.55972	0.36109	0.79826	0.10708	0.09250	1.54123	0.43969	0.43969	0.03129	0.03336	0.04403	0.51121	85.44486	1057	0.29100	0.26000	3250.00000	13.18044	M	339.62399	-65.37852	322.28336	-46.44077	
9	0.91750	32.03580	0.70306	0.00000	2.52147	3.23925	2.07491	3.04417	0.04297	0.12048	0.00535	2.76099	0.12600	0.12600	0.00808	0.00956	0.53613	0.63170	235.56009	1057	0.29100	0.26000	3250.00000	13.18044	M	339.62399	-65.37852	322.28336	-46.44077	
9	0.54446	45.26437	0.09599	0.00000	2.52147	3.92977	0.34557	3.50013	0.33850	0.42339	0.07007	2.76099	0.15866	0.15866	0.01115	0.01204	0.33815	0.52921	191.40897	1057	0.29100	0.26000	3250.00000	13.18044	M	339.62399	-65.37852	322.28336	-46.44077	
9	1.49722	141.72916	2.39038	0.00000	2.52147	0.22929	2.51983	0.59716	0.53712	0.35680	0.01675	2.76099	0.33957	0.33957	0.02576	0.02576	0.07382	0.31119	119.66357	1057	0.29100	0.26000	3250.00000	13.18044	M	339.62399	-65.37852	322.28336	-46.44077	
1	2.21568	83.26840	3.77263	0.00000	0.91715	3.83787	1.94033	5.68621	0.07810	0.23187	0.09132	270.61737	0.18408	0.18408	0.00608	0.00959	0.04781	0.03275	127.52913	1058	0.14900	0.12000	3000.00000	19.19087	M	335.42882	-65.52583	323.81430	-45.05613	
2	1.24648	2.40098	1.68009	0.00000	1.55740	1.70056	5.12692	4.55401	0.20962	0.32835	0.06096	0.19197	0.01731	0.01731	0.00087	0.00090	5.40749	0.45525	400.18558	1058	0.14900	0.12000	3000.00000	19.19087	M	335.42882	-65.52583	323.81430	-45.05613	
2	0.75097	221.01526	0.42737	0.00000	1.55740	2.08932	0.93222	2.22055	0.19141	0.28790	0.04054	0.19197	0.35290	0.35290	0.01839	0.01839	0.01301	0.32392	89.13660	1058	0.14900	0.12000	3000.00000	19.19087	M	335.42882	-65.52583	323.81430	-45.05613	
3	1.24767	5.66576	2.44048	0.00000	1.65265	5.34966	3.45331	2.36987	0.15071	0.07917	0.00816	11.16263	0.03068	0.03068	0.00143	0.00160	1.72122	0.57124	306.03913	1058	0.14900	0.12000	3000.00000	19.19087	M	335.42882	-65.52583	323.81430	-45.05613	
3	0.64135	89.95090	0.13102	0.00000	1.65265	1.04075	1.39973	3.29108	0.75790	0.14984	0.02767	11.16263	0.19381	0.19381	0.00085	0.01010	0.04314	0.99648	88.97375	1058	0.14900	0.12000	3000.00000	19.19087	M	335.42882	-65.52583	323.81430	-45.05613	
3	0.74050	118.98170	0.24923	0.00000	1.65265	0.13924	2.32227	1.02147	0.09494	0.22385	0.04799	11.16263	0.23353	0.23353	0.01192	0.01217	0.02971	0.42476	112.70468	1058	0.14900	0.12000	3000.00000	19.19087	M	335.42882	-65.52583	323.81430	-45.05613	
3	1.13889	185.44056	1.42320	0.00000	1.65265	6.26663	0.77390	5.68139	0.46167	0.31725	0.02020	11.16263	0.31393	0.31393	0.01612	0.01636	0.01644	0.23762	85.36739	1058	0.14900	0.12000	3000.00000	19.19087	M	335.42882	-65.52583	323.81430	-45.05613	
4	2.03477	45.38645	4.94024	0.00000	2.55370	3.21283	1.09261	2.01717	0.12904	0.59977	0.06542	7.79342	0.12283	0.12283	0.00640	0.00640	0.10739	0.30954	153.91785	1058	0.14900	0.12000	3000.00000	19.19087	M	335.42882	-65.52583	323.81430	-45.05613	
4	1.83678	89.81211	2.44048	0.00000	2.55370	6.04021	2.06040	4.07668	0.53497	0.36002	0.03440	7.79342	0.19361	0.19361	0.01006	0.01009	0.04322	0.35972	104.79901	1058	0.14900	0.12000	3000.00000	19.19087	M	335.42882	-65.52583	323.81430	-45.05613	
4	0.59656	200.44643	0.09020	0.00000	2.55370	3.54902	4.45222	3.99707	0.38939	0.04474	0.08620	7.79342	0.33065	0.33065	0.01531	0.01723	0.01482	0.12290	85.84338	1058	0.14900	0.12000	3000.00000	19.19087	M	335.42882	-65.52583	323.81430	-45.05613	
5	0.79068	13.38485	0.36203	0.00000	1.15156	4.83242	2.76619	3.73175	0.08031	0.47451	0.01421	624.58442	0.05442	0.05442	0.00278	0.00284	0.54705	0.22703	234.40736	1058	0.14900	0.12000	3000.00000	19.19087	M	335.42882	-65.52583	323.81430	-45.05613	
5	1.95706	19.85285	2.15490	0.00000	1.15156	2.35698	0.77863	4.73760	0.58147	0.26361	0.03974	624.58442	0.07078	0.07078	0.00285	0.00369	0.32341	0.70164	168.81973	1058	0.14900	0.12000	3000.00000	19.19087	M	335.42882	-65.52583	323.81430	-45.05613	
5	5.91607	325.79904	7.79694	0.00000	1.15156	4.27383	2.81250	6.17663	0.29518	0.11296	0.07326	624.58442	0.45709	0.45709	0.02198	0.02382	0.00775	0.14954	75.67778	1058	0.14900	0.12000	3000.00000	19.19087	M	335.42882	-65.52583	323.81430	-45.05613	
6	0.91780	18.65886	1.02127	0.00000	0.91165	1.86043	3.51369	4.20255	0.22024	0.22857	0.09092	0.57033	0.06791	0.06791	0.00220	0.00354	0.35129	0.03067	201.35407	1058	0.14900	0.12000	3000.00000	19.19087	M	335.42882	-65.52583	323.81430	-45.05613	
6	1.18335	27.85509	1.82542	0.00000	0.91165	6.08199	4.62636	4.11801	0.46811	0.40829	0.06037	0.57033	0.08871	0.08871	0.00401	0.00462	0.20589	0.10989	160.11042	1058	0.14900	0.12000	3000.00000	19.19087	M	335.42882	-65.52583	323.81430	-45.05613	
6	2.37381	277.02092	5.14948	0.00000	0.91165	1.92978	3.41990	1.81981	0.32657	0.42312	0.06327	0.57033	0.41024	0.41024	0.01561	0.02138	0.00963	0.73756	78.97706	1058	0.14900	0.12000	3000.00000	19.19087	M	335.42882	-65.52583	323.81430	-45.05613	
7	1.51527	28.05335	6.20634	0.00000	1.66387	2.73118	4.61928	3.62855	0.35327	0.15881	0.02108	0.57961	0.08913	0.08913	0.00183	0.00464	0.20395	0.00689	167.73256	1058	0.14900	0.12000	3000.00000	19.19087	M	335.42882	-65.52583	323.81430	-45.05613	
7	0.73628	90.66735	0.27646	0.00000	1.66387	2.32984	3.72887	3.86516	0.32394	0.17871	0.07312	0.57961	0.19483	0.19483	0.00276	0.01015	0.04268	0.00221	114.71266	1058	0.14900	0.12000	3000.00000	19.19087	M	335.42882	-65.52583	323.81430	-45.05613	
8	0.76335	1.15948	0.35459	0.00000	1.76677	4.93581	0.89137	3.96365	0.13032	0.57932	0.01926	2.37226	0.01065	0.01065	0.00013	0.00056	14.27241	0.97239	522.41760	1058	0.14900	0.12000	3000.00000	19.19087	M	335.42882	-65.52583	323.81430	-45.05613	
8	1.47992	1.79042	3.00300	0.00000	1.76677	1.10357	6.13295	2.14699	0.76423	0.50789	0.06984	2.37226	0.01423	0.01423	0.00033	0.00074	7.99659	0.01053	326.13715	1058	0.14900	0.12000	3000.00000	19.19087	M	335.42882	-65.52583	323.81430	-45.05613	
8	1.85936	25.26761	2.70717	0.00000	1.76677	0.05639	1.88562	5.35057	0.78072	0.17089	0.08350	2.37226	0.08313	0.08313	0.00260	0.00433	0.23447	0.02721	132.53464	1058	0.14900	0.12000	3000.00000	19.19087	M	335.42882	-65.52583	323.81430	-45.05613	
8	0.82290	80.03503	0.27079	0.00000	1.76677	1.55882	1.07450	3.74157	0.56362	0.04847	0.04012	2.37226	0.17929	0.17929	0.00205	0.00934	0.05040	0.97674	107.18623	1058	0.14900	0.12000	3000.00000	19.19087	M	335.42882	-65.52583	323.81430	-45.05613	
8	1.11947	252.73366	1.82542	0.00000	1.76677	4.25348	0.82623	2.74817	0.58479	0.27667	0.08188	2.37226	0.38590	0.38590	0.01833	0.02011	0.01088	0.55134	72.15678	1058	0.14900	0.12000	3000.00000	19.19087	M	335.42882	-65.52583	323.81430	-45.05613	
8	1.63563	451.77427	3.00300	0.00000	1.76677	1.66346	5.83211	0.00920	0.72367	0.53623	0.03241	2.37226	0.56839	0.56839	0.02689	0.02962	0.00502	0.55647	53.70075	1058	0.14900	0.12000	3000.00000	19.19087	M	335.42882	-65.52583	323.81430	-45.05613	
0	2.91852	5.76325	20.66809	0.00000	1.32324	2.79370	5.71290	2.08200	0.33954	0.05676	0.09358	524.31764	0.04636	0.04636	0.00060	0.00238	9.71785	0.00174	443.00481	1059	0.39300	0.40000	3500.00000	19.50900	M	12.37108	-61.04243	303.35571	-56.08421	
0	1.37491	241.54266	1.78795	0.00000	1.32324	4.98848	0.42855	2.17615	0.12001	0.08404	0.02600	524.31764	0.55931	0.55931	0.02490	0.02867	0.06675	0.11038	137.02183	1059	0.39300	0.40000	3500.00000	19.50900	M	12.37108	-61.04243	303.35571	-56.08421	
1	0.79154	27.93843	0.34731	0.00000	1.77864	4.67862	5.76529	2.75930	0.18941	0.32511	0.09384	2.70834	0.13278	0.13278	0.00437	0.00681	1.18447	0.03425	275.50853	1059	0.39300	0.40000	3500.00000	19.50900	M	12.37108	-61.04243	303.35571	-56.08421	
1	3.14720	53.18682	22.45600	0.00000	1.77864	5.43077	6.13349	4.66457	0.73997	0.47727	0.08032	2.70834	0.20395	0.20395	0.00295	0.01045	0.50202	0.96191	167.29750	1059	0.39300	0.40000	3500.00000	19.50900	M	12.37108	-61.04243	303.35571	-56.08421	
2	1.39450	253.61064	1.78795	0.00000	2.76079	0.70861	4.16216	5.09427	0.10621	0.57618	0.08124	4.02422	0.57779	0.57779	0.02956	0.02962	0.06255	0.28779	135.33880	1059	0.39300	0.40000	3500.00000	19.50900	M	12.37108	-61.04243	303.35571	-56.08421	
3	0.62032	200.05904	0.19032	0.00000	0.81440	0.58775	2.65389	3.94878	0.78183	0.46520	0.02598	2.90688	0.49328	0.49328	0.02462	0.02528	0.08582	0.21244	102.95550	1059	0.39300	0.40000	3500.00000	19.50900	M	12.37108	-61.04243	303.35571	-56.08421	
3	0.76103	405.32944	0.50451	0.00000	0.81440	5.81290	3.45895	3.48809	0.67539	0.50821	0.08759	2.90688	0.78982	0.78982	0.03619	0.04049	0.03347	0.12677	89.86169	1059	0.39300	0.40000	3500.00000	19.50900	M	12.37108	-61.04243	303.35571	-56.08421	
4	0.87078	8.59322	0.58334	0.00000	0.39377	6.12184	4.40625	5.97379	0.44730	0.36140	0.00136	5.77842	0.06050	0.06050	0.00295	0.00310	5.70496	0.49069	370.88554	1059	0.39300	0.40000	3500.00000	19.50900	M	12.37108	-61.04243	303.35571	-56.08421	
4	2.18884	11.96963	3.00300	0.00000	0.39377	3.30904	6.09015	3.50039	0.42456	0.16884	0.05482	5.77842	0.07546	0.07546	0.00386	0.00387	3.66735	0.35060	335.46049	1059	0.39300	0.40000	3500.00000	19.50900	M	12.37108	-61.04243	303.35571	-56.08421	
4	2.27198	19.25811	5.04378	0.00000	0.39377	3.33272	0.60740	1.87820	0.05049	0.30509	0.05238	5.77842	0.10361	0.10361	0.00516	0.00531	1.94525	0.21006	324.46858	1059	0.39300	0.40000	3500.00000	19.50900	M	12.37108	-61.04243	303.35571	-56.08421	
5	0.81065	0.83156	0.29421	0.00000	2.40004	3.10208	5.54630	0.37030	0.65800	0.49580	0.00967	0.82906	0.01275	0.01275	0.00063	0.00065	128.41193	0.44873	716.49425	1059	0.39300	0.40000	3500.00000	19.50900	M	12.37108	-61.04243	303.35571	-56.08421	
5	1.40209	2.45586	2.29325	0.00000	2.40004	4.51928	0.83898	3.03505	0.39195	0.51414	0.00637	0.82906	0.02625	0.02625	0.00120	0.00135	30.30547	0.57719	576.65825	1059	0.39300	0.40000	3500.00000	19.50900	M	12.37108	-61.04243	303.35571	-56.08421	
5	1.17489	7.40319	1.20560	0.00000	2.40004	3.11784	3.70928	4.53884	0.62510	0.22941	0.04042	0.82906	0.05478	0.05478	0.00219	0.00281	6.95934	0.07068	353.73269	1059	0.39300	0.40000	3500.00000	19.50900	M	12.37108	-61.04243	303.35571	-56.08421	
5	2.26027	494.98982	13.93632	0.00000	2.40004	4.45198	3.27309	3.64079	0.37061	0.51480	0.06057	0.82906	0.90238	0.90238	0.04243	0.04625	0.02564	0.14476	99.20482	1059	0.39300	0.40000	3500.00000	19.50900	M	12.37108	-61.04243	303.35571	-56.08421	
6	1.17892	4.30776	1.78795	0.00000	1.49407	5.36023	3.85009	0.24338	0.35951	0.36528	0.09521	199.13207	0.03818	0.03818	0.00114	0.00196	14.32598	0.83679	484.41042	1059	0.39300	0.40000	3500.00000	19.50900	M	12.37108	-61.04243	303.35571	-56.08421	
6	0.95979	97.70263	1.02127	0.00000	1.49407	0.54644	2.37667	5.90424	0.18611	0.35491	0.05212	199.13207	0.30591	0.30591	0.00658	0.01568	0.22314	0.00847	181.69418	1059	0.39300	0.40000	3500.00000	19.50900	M	12.37108	-61.04243	303.35571	-56.08421	
6	0.78284	131.11691	0.24923	0.00000	1.49407	2.48323	0.36566	0.31403	0.27163	0.44842	0.01910	199.13207	0.37219	0.37219	0.01487	0.01908	0.15075	0.06981	160.21527	1059	0.39300	0.40000	3500.00000	19.50900	M	12.37108	-61.04243	303.35571	-56.08421	
6	2.21108	246.86941	5.04378	0.00000	1.49407	0.26380	5.63225	1.81866	0.59079	0.23440	0.03735	199.13207	0.56750	0.56750	0.01159	0.02909	0.06484	0.00719	112.33083	1059	0.39300	0.40000	3500.00000	19.50900	M	12.37108	-61.04243	303.35571	-56.08421	
7	0.66030	32.04437	0.17884	0.00000	1.74950	2.84703	3.57584	2.51616	0.69008	0.46433	0.02820	4.66726	0.14549	0.14549	0.00733	0.00746	0.98656	0.41739	206.96543	1059	0.39300	0.40000	3500.00000	19.50900	M	12.37108	-61.04243	303.35571	-56.08421	
7	1.84622	152.83242	2.39038	0.00000	1.74950	4.68308	4.00881	3.97873	0.62216	0.50069	0.00185	4.66726	0.41223	0.41223	0.00467	0.02113	0.12289	0.00117	129.19850	1059	0.39300	0.40000	3500.00000	19.50900	M	12.37108	-61.04243	303.35571	-56.08421	
8	3.30434	99.53440	10.42404	0.00000	1.24966	4.96518	4.53187	6.02344	0.49510	0.57068	0.02030	0.15336	0.30972	0.30972	0.00814	0.01588	0.21769	0.87450	160.25554	1059	0.39300	0.40000	3500.00000	19.50900	M	12.37108	-61.04243	303.35571	-56.08421	
8	0.50634	294.09985	0.08131	0.00000	1.24966	3.24710	0.00405	5.68202	0.68232	0.59713	0.02344	0.15336	0.63776	0.63776	0.02765	0.03269	0.05134	0.63155	99.46437	1059	0.39300	0.40000	3500.00000	19.50900	M	12.37108	-61.04243	303.35571	-56.08421	
9	1.85969	0.80678	2.49163	0.00000	0.10463	0.72122	2.65183	4.77728	0.12571	0.36791	0.04659	1.08982	0.01250	0.01250	0.00064	0.00064	133.69766	0.27217	915.16390	1059	0.39300	0.40000	3500.00000	19.50900	M	12.37108	-61.04243	303.35571	-56.08421	
9	14.14100	317.41458	1786.57817	0.00000	0.10463	1.79147	4.11231	3.20457	0.20249	0.45615	0.01732	1.08982	0.67103	0.67103	0.03426	0.03440	0.04638	0.27472	122.05635	1059	0.39300	0.40000	3500.00000	19.50900	M	12.37108	-61.04243	303.35571	-56.08421	
0	1.25865	13.81990	2.02490	0.00000	2.29429	1.12436	3.54139	3.62703	0.56956	0.11511	0.02837	3.80814	0.07194	0.07194	0.00395	0.00485	1.64478	0.08348	255.30495	1060	0.29100	0.26000	3250.00000	14.82685	M	32.82521	-63.22804	288.58932	-51.61884	
0	1.73238	83.74089	3.47225	0.00000	2.29429	4.02850	5.28477	3.82165	0.04624	0.24596	0.04053	3.80814	0.23910	0.23910	0.01568	0.01613	0.14889	0.20981	170.85579	1060	0.29100	0.26000	3250.00000	14.82685	M	32.82521	-63.22804	288.58932	-51.61884	
0	1.78090	278.48712	3.69518	0.00000	2.29429	0.25258	2.53795	0.68427	0.20629	0.16250	0.05638	3.80814	0.53272	0.53272	0.03586	0.03593	0.02999	0.34907	109.32748	1060	0.29100	0.26000	3250.00000	14.82685	M	32.82521	-63.22804	288.58932	-51.61884	
1	1.95317	5.20318	5.71221	0.00000	2.86093	0.24221	5.75354	0.92592	0.75290	0.44228	0.03480	1.28365	0.03751	0.03751	0.00252	0.00253	6.04999	0.26667	307.75910	1060	0.29100	0.26000	3250.00000	14.82685	M	32.82521	-63.22804	288.58932	-51.61884	
1	0.58869	11.31794	0.20679	0.00000	2.86093	3.15545	3.86544	2.14355	0.10746	0.50605	0.04828	1.28365	0.06297	0.06297	0.00424	0.00425	2.14663	0.35671	327.45395	1060	0.29100	0.26000	3250.00000	14.82685	M	32.82521	-63.22804	288.58932	-51.61884	
1	1.22231	143.15367	3.33116	0.00000	2.86093	2.15505	3.68572	5.76056	0.21771	0.21009	0.03234	1.28365	0.34185	0.34185	0.02306	0.02306	0.07284	0.32129	135.98468	1060	0.29100	0.26000	3250.00000	14.82685	M	32.82521	-63.22804	288.58932	-51.61884	
